일자,년,월,일,요일,휴일전날,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,식사가능자수,중식계,석식계,중식참여율,석식참여율,체감온도(중식),불쾌지수(중식),우산(중식),체감온도(석식),불쾌지수(석식),우산(석식),코로나신규확진자,거리두기단계
2016-10-26,2016,10,26,2,0,2670,89,258,0,0,2323,854,410,0.36762806715454155,0.17649591046061128,20.7,63,0,20.7,63,0,0,0.0
2016-10-27,2016,10,27,3,0,2670,94,272,240,0,2304,807,454,0.3502604166666667,0.1970486111111111,19.3,61,0,19.3,61,0,0,0.0
2016-10-28,2016,10,28,4,0,2670,192,277,63,0,2201,731,475,0.33212176283507494,0.2158109950022717,16.1,57,1,16.1,57,1,0,0.0
2016-10-31,2016,10,31,0,0,2670,134,223,255,0,2313,1224,540,0.5291828793774319,0.23346303501945526,12.9,51,1,12.9,51,1,0,0.0
2016-11-01,2016,11,1,1,0,2689,70,212,515,0,2407,1087,578,0.4515995014540922,0.24013294557540507,10.2,52,0,10.2,52,0,0,0.0
2016-11-02,2016,11,2,2,0,2689,73,231,0,0,2385,1006,540,0.42180293501048216,0.22641509433962265,12.4,54,0,12.4,54,0,0,0.0
2016-11-03,2016,11,3,3,0,2689,72,283,408,0,2334,864,553,0.37017994858611825,0.23693230505569837,15.1,56,0,15.1,56,0,0,0.0
2016-11-04,2016,11,4,4,0,2689,168,276,81,0,2245,803,497,0.3576837416481069,0.22138084632516702,15.5,56,0,15.5,56,0,0,0.0
2016-11-07,2016,11,7,0,0,2689,133,222,539,0,2334,1156,506,0.4952870608397601,0.21679520137103683,18.7,60,0,18.7,60,0,0,0.0
2016-11-08,2016,11,8,1,0,2689,60,250,503,0,2379,986,512,0.4144598570828079,0.21521647751155948,14.2,56,0,14.2,56,0,0,0.0
2016-11-09,2016,11,9,2,0,2689,58,267,0,0,2364,920,499,0.38917089678510997,0.21108291032148901,11.1,52,0,11.1,52,0,0,0.0
2016-11-10,2016,11,10,3,0,2689,73,267,385,0,2349,795,513,0.3384418901660281,0.21839080459770116,14.0,55,0,14.0,55,0,0,0.0
2016-11-11,2016,11,11,4,0,2689,173,286,69,0,2230,652,426,0.29237668161434976,0.19103139013452916,17.4,58,0,17.4,58,0,0,0.0
2016-11-14,2016,11,14,0,0,2689,92,227,461,0,2370,1260,539,0.5316455696202531,0.22742616033755275,17.0,57,0,17.0,57,0,0,0.0
2016-11-15,2016,11,15,1,0,2689,66,273,418,0,2350,914,418,0.38893617021276594,0.1778723404255319,17.2,59,0,17.2,59,0,0,0.0
2016-11-16,2016,11,16,2,0,2689,60,250,0,0,2379,888,463,0.37326607818411095,0.19461958806221102,14.9,55,0,14.9,55,0,0,0.0
2016-11-17,2016,11,17,3,0,2689,134,263,411,0,2292,882,551,0.38481675392670156,0.24040139616055847,15.9,57,0,15.9,57,0,0,0.0
2016-11-18,2016,11,18,4,0,2689,219,287,57,0,2183,730,388,0.3344021988089785,0.17773705909299128,16.7,57,0,16.7,57,0,0,0.0
2016-11-21,2016,11,21,0,0,2689,94,202,522,0,2393,1235,616,0.5160885917258671,0.2574174676138738,15.5,55,0,15.5,55,0,0,0.0
2016-11-22,2016,11,22,1,0,2689,45,238,452,0,2406,1046,580,0.43474646716541976,0.24106400665004157,13.6,55,0,13.6,55,0,0,0.0
2016-11-23,2016,11,23,2,0,2689,52,251,0,0,2386,891,482,0.37342833193629504,0.20201173512154233,10.4,52,0,10.4,52,0,0,0.0
2016-11-24,2016,11,24,3,0,2689,61,262,351,0,2366,870,498,0.36770921386306,0.21048182586644126,6.0,48,0,6.0,48,0,0,0.0
2016-11-25,2016,11,25,4,0,2689,200,279,68,0,2210,720,392,0.3257918552036199,0.17737556561085974,9.0,49,0,9.0,49,0,0,0.0
2016-11-28,2016,11,28,0,0,2689,114,219,397,0,2356,1246,623,0.5288624787775892,0.2644312393887946,11.2,52,0,11.2,52,0,0,0.0
2016-11-29,2016,11,29,1,0,2689,84,218,388,0,2387,900,587,0.3770423125261835,0.24591537494763302,10.1,52,0,10.1,52,0,0,0.0
2016-11-30,2016,11,30,2,0,2689,68,207,0,0,2414,1109,0,0.45940347970173984,0.0,10.1,48,0,10.1,48,0,0,0.0
2016-12-01,2016,12,1,3,0,2705,84,243,688,0,2378,956,571,0.4020185029436501,0.24011774600504626,13.1,52,0,13.1,52,0,0,0.0
2016-12-02,2016,12,2,4,0,2705,183,272,152,0,2250,766,448,0.34044444444444444,0.1991111111111111,10.4,51,0,10.4,51,0,0,0.0
2016-12-05,2016,12,5,0,0,2705,101,207,839,0,2397,1110,560,0.46307884856070086,0.23362536503963288,13.3,52,0,13.3,52,0,0,0.0
2016-12-06,2016,12,6,1,0,2705,69,222,799,0,2414,930,593,0.3852526926263463,0.24565037282518642,8.6,50,0,8.6,50,0,0,0.0
2016-12-07,2016,12,7,2,0,2705,69,232,0,0,2404,895,468,0.3722961730449251,0.194675540765391,7.8,45,0,7.8,45,0,0,0.0
2016-12-08,2016,12,8,3,0,2705,76,262,587,0,2367,787,512,0.3324883819180397,0.21630756231516687,8.6,46,0,8.6,46,0,0,0.0
2016-12-09,2016,12,9,4,0,2705,196,284,152,0,2225,621,416,0.2791011235955056,0.18696629213483146,12.8,54,0,12.8,54,0,0,0.0
2016-12-12,2016,12,12,0,0,2705,102,193,633,0,2410,1069,544,0.44356846473029043,0.22572614107883818,8.5,48,0,8.5,48,0,0,0.0
2016-12-13,2016,12,13,1,0,2705,65,226,511,0,2414,770,482,0.31897265948632975,0.1996685998342999,11.0,50,0,11.0,50,0,0,0.0
2016-12-14,2016,12,14,2,0,2705,82,247,0,0,2376,904,441,0.38047138047138046,0.1856060606060606,8.9,50,0,8.9,50,0,0,0.0
2016-12-15,2016,12,15,3,0,2705,98,234,229,0,2373,850,499,0.3581963758954909,0.21028234302570586,5.2,46,0,5.2,46,0,0,0.0
2016-12-16,2016,12,16,4,0,2705,167,262,37,0,2276,699,518,0.3071177504393673,0.22759226713532513,4.7,47,0,4.7,47,0,0,0.0
2016-12-19,2016,12,19,0,0,2705,104,217,197,0,2384,1215,482,0.5096476510067114,0.20218120805369127,11.4,43,1,11.4,43,1,0,0.0
2016-12-20,2016,12,20,1,0,2705,89,238,126,0,2378,790,461,0.3322119428090833,0.19386038687973087,13.2,53,0,13.2,53,0,0,0.0
2016-12-21,2016,12,21,2,0,2705,72,230,0,0,2403,929,494,0.38660008322929673,0.20557636287973366,10.5,49,0,10.5,49,0,0,0.0
2016-12-22,2016,12,22,3,0,2705,118,242,32,0,2345,524,213,0.22345415778251598,0.0908315565031983,12.7,54,0,12.7,54,0,0,0.0
2016-12-23,2016,12,23,4,0,2705,343,243,7,0,2119,560,398,0.26427560169891456,0.18782444549315716,7.5,46,0,7.5,46,0,0,0.0
2016-12-26,2016,12,26,0,0,2705,206,194,63,0,2305,1192,328,0.5171366594360087,0.14229934924078091,9.3,43,1,9.3,43,1,0,0.0
2016-12-27,2016,12,27,1,0,2705,127,236,51,0,2342,823,314,0.3514090520922289,0.1340734415029889,6.3,49,0,6.3,49,0,0,0.0
2016-12-28,2016,12,28,2,0,2705,166,225,0,0,2314,767,0,0.33146067415730335,0.0,4.0,45,0,4.0,45,0,0,0.0
2016-12-29,2016,12,29,3,0,2705,242,201,42,0,2262,711,343,0.31432360742705573,0.15163572060123784,4.9,45,0,4.9,45,0,0,0.0
2016-12-30,2016,12,30,4,0,2705,529,127,3,0,2049,658,275,0.3211322596388482,0.13421181063933627,5.4,46,0,5.4,46,0,0,0.0
2017-01-02,2017,1,2,0,0,2697,96,102,272,0,2499,1273,559,0.5094037615046019,0.22368947579031612,12.6,52,0,12.6,52,0,0,0.0
2017-01-03,2017,1,3,1,0,2697,61,158,259,0,2478,1041,364,0.42009685230024213,0.14689265536723164,9.9,48,0,9.9,48,0,0,0.0
2017-01-04,2017,1,4,2,0,2697,67,170,0,0,2460,949,427,0.3857723577235772,0.17357723577235773,9.5,47,0,9.5,47,0,0,0.0
2017-01-05,2017,1,5,3,0,2697,79,207,316,0,2411,1000,531,0.41476565740356697,0.22024056408129408,11.1,50,0,11.1,50,0,0,0.0
2017-01-06,2017,1,6,4,0,2697,189,224,74,0,2284,830,523,0.36339754816112085,0.22898423817863398,9.9,51,0,9.9,51,0,0,0.0
2017-01-09,2017,1,9,0,0,2697,121,166,445,0,2410,1322,620,0.5485477178423237,0.2572614107883817,8.6,50,0,8.6,50,0,0,0.0
2017-01-10,2017,1,10,1,0,2697,70,199,412,0,2428,1186,533,0.48846787479406917,0.21952224052718286,6.1,47,0,6.1,47,0,0,0.0
2017-01-11,2017,1,11,2,0,2697,57,223,0,0,2417,1039,514,0.4298717418287133,0.2126603227141084,1.7,44,0,1.7,44,0,0,0.0
2017-01-12,2017,1,12,3,0,2697,85,238,305,0,2374,976,416,0.4111204717775906,0.17523167649536647,5.9,47,0,5.9,47,0,0,0.0
2017-01-13,2017,1,13,4,0,2697,191,247,62,0,2259,791,533,0.35015493581230633,0.2359451084550686,5.0,45,0,5.0,45,0,0,0.0
2017-01-16,2017,1,16,0,0,2697,123,196,432,0,2378,1273,571,0.5353238015138773,0.24011774600504626,3.7,45,0,3.7,45,0,0,0.0
2017-01-17,2017,1,17,1,0,2697,75,215,380,0,2407,1035,469,0.4299958454507686,0.1948483589530536,4.9,45,0,4.9,45,0,0,0.0
2017-01-18,2017,1,18,2,0,2697,59,240,0,0,2398,863,394,0.35988323603002503,0.16430358632193495,5.7,47,0,5.7,47,0,0,0.0
2017-01-19,2017,1,19,3,0,2697,93,236,334,0,2368,866,499,0.3657094594594595,0.21072635135135134,6.1,44,0,6.1,44,0,0,0.0
2017-01-20,2017,1,20,4,0,2697,207,267,61,0,2223,709,446,0.31893837156995053,0.200629779577148,1.1,43,0,1.1,43,0,0,0.0
2017-01-23,2017,1,23,0,0,2697,108,202,396,0,2387,1152,509,0.48261416003351487,0.21323837452869712,-0.9,42,0,-0.9,42,0,0,0.0
2017-01-24,2017,1,24,1,0,2697,63,218,273,0,2416,974,396,0.4031456953642384,0.16390728476821192,2.7,44,0,2.7,44,0,0,0.0
2017-01-25,2017,1,25,2,0,2697,79,203,0,0,2415,720,0,0.2981366459627329,0.0,3.8,44,0,3.8,44,0,0,0.0
2017-01-26,2017,1,26,3,1,2697,369,117,28,0,2211,844,147,0.3817277250113071,0.06648575305291723,4.2,44,0,4.2,44,0,0,0.0
2017-01-31,2017,1,31,1,0,2697,177,58,278,0,2462,1240,680,0.503655564581641,0.27619821283509344,3.7,43,0,3.7,43,0,0,0.0
2017-02-01,2017,2,1,2,0,2632,61,179,0,0,2392,1260,566,0.5267558528428093,0.23662207357859533,4.9,47,0,4.9,47,0,0,0.0
2017-02-02,2017,2,2,3,0,2632,45,217,427,0,2370,1005,549,0.4240506329113924,0.23164556962025318,6.6,48,0,6.6,48,0,0,0.0
2017-02-03,2017,2,3,4,0,2632,104,253,92,0,2275,854,582,0.37538461538461537,0.2558241758241758,7.4,48,0,7.4,48,0,0,0.0
2017-02-06,2017,2,6,0,0,2632,49,202,610,0,2381,1319,768,0.5539689206215875,0.32255354892902144,5.0,48,0,5.0,48,0,0,0.0
2017-02-07,2017,2,7,1,0,2632,40,207,565,0,2385,1114,554,0.46708595387840673,0.23228511530398324,4.7,45,0,4.7,45,0,0,0.0
2017-02-08,2017,2,8,2,0,2632,52,206,0,0,2374,1068,548,0.44987363100252736,0.23083403538331929,7.3,46,0,7.3,46,0,0,0.0
2017-02-09,2017,2,9,3,0,2632,65,227,377,0,2340,953,583,0.40726495726495726,0.24914529914529915,0.9,44,0,0.9,44,0,0,0.0
2017-02-10,2017,2,10,4,0,2632,149,284,59,0,2199,797,505,0.36243747157799,0.22964984083674397,-1.1,42,0,-1.1,42,0,0,0.0
2017-02-13,2017,2,13,0,0,2632,61,196,505,0,2375,1364,689,0.5743157894736842,0.29010526315789475,7.0,48,0,7.0,48,0,0,0.0
2017-02-14,2017,2,14,1,0,2632,53,223,444,0,2356,997,566,0.42317487266553483,0.24023769100169778,8.4,51,0,8.4,51,0,0,0.0
2017-02-15,2017,2,15,2,0,2632,51,233,0,0,2348,1045,505,0.4450596252129472,0.21507666098807496,10.1,50,0,10.1,50,0,0,0.0
2017-02-16,2017,2,16,3,0,2632,56,240,419,0,2336,968,567,0.4143835616438356,0.24272260273972604,13.9,55,0,13.9,55,0,0,0.0
2017-02-17,2017,2,17,4,0,2632,144,269,73,0,2219,753,494,0.33934204596665163,0.22262280306444343,15.3,57,0,15.3,57,0,0,0.0
2017-02-20,2017,2,20,0,0,2632,104,199,494,0,2329,1216,648,0.5221124946328897,0.2782310004293688,10.5,53,0,10.5,53,0,0,0.0
2017-02-21,2017,2,21,1,0,2632,63,226,445,0,2343,1004,559,0.42851045667947074,0.23858301323090056,6.8,48,0,6.8,48,0,0,0.0
2017-02-22,2017,2,22,2,0,2632,75,252,0,0,2305,1065,0,0.46203904555314534,0.0,5.7,39,1,5.7,39,1,0,0.0
2017-02-23,2017,2,23,3,0,2632,75,272,307,0,2285,917,534,0.4013129102844639,0.2336980306345733,6.3,48,0,6.3,48,0,0,0.0
2017-02-24,2017,2,24,4,0,2632,174,291,63,0,2167,698,463,0.32210429164743887,0.2136594370096908,6.1,48,0,6.1,48,0,0,0.0
2017-02-27,2017,2,27,0,0,2632,134,181,368,0,2317,1141,563,0.49244712990936557,0.24298662063012516,11.0,52,0,11.0,52,0,0,0.0
2017-02-28,2017,2,28,1,1,2632,156,203,179,0,2273,956,536,0.42058952925648924,0.2358117025956885,11.9,52,0,11.9,52,0,0,0.0
2017-03-02,2017,3,2,3,0,2627,190,215,428,0,2222,1057,593,0.4756975697569757,0.2668766876687669,8.0,50,0,8.0,50,0,0,0.0
2017-03-03,2017,3,3,4,0,2627,174,256,70,0,2197,926,578,0.42148384160218477,0.26308602639963585,10.6,51,0,10.6,51,0,0,0.0
2017-03-06,2017,3,6,0,0,2627,63,201,490,0,2363,1311,658,0.554803216250529,0.2784595852729581,7.1,50,0,7.1,50,0,0,0.0
2017-03-07,2017,3,7,1,0,2627,41,214,455,0,2372,994,545,0.4190556492411467,0.22976391231028667,6.2,47,0,6.2,47,0,0,0.0
2017-03-08,2017,3,8,2,0,2627,46,233,0,0,2348,879,518,0.3743611584327087,0.22061328790459966,6.3,47,0,6.3,47,0,0,0.0
2017-03-09,2017,3,9,3,0,2627,55,254,346,0,2318,954,519,0.4115616911130285,0.22389991371872303,10.6,52,0,10.6,52,0,0,0.0
2017-03-10,2017,3,10,4,0,2627,145,291,63,0,2191,664,461,0.3030579643998174,0.21040620721131903,12.3,54,0,12.3,54,0,0,0.0
2017-03-13,2017,3,13,0,0,2627,82,211,449,0,2334,1295,596,0.5548414738646101,0.25535561268209084,16.0,57,0,16.0,57,0,0,0.0
2017-03-14,2017,3,14,1,0,2627,46,230,437,0,2351,972,533,0.41344108889834114,0.22671203743088048,13.9,55,0,13.9,55,0,0,0.0
2017-03-15,2017,3,15,2,0,2627,40,234,0,0,2353,961,486,0.40841478963025923,0.20654483637909052,11.2,53,0,11.2,53,0,0,0.0
2017-03-16,2017,3,16,3,0,2627,47,259,357,0,2321,951,504,0.4097371822490306,0.21714778112882377,12.8,54,0,12.8,54,0,0,0.0
2017-03-17,2017,3,17,4,0,2627,129,299,59,0,2199,625,429,0.2842201000454752,0.19508867667121418,14.4,56,0,14.4,56,0,0,0.0
2017-03-20,2017,3,20,0,0,2627,86,207,390,0,2334,1328,556,0.5689802913453299,0.23821765209940018,13.3,54,0,13.3,54,0,0,0.0
2017-03-21,2017,3,21,1,0,2627,55,222,454,0,2350,940,647,0.4,0.2753191489361702,16.0,57,0,16.0,57,0,0,0.0
2017-03-22,2017,3,22,2,0,2627,53,235,0,0,2339,953,0,0.407439076528431,0.0,12.3,53,0,12.3,53,0,0,0.0
2017-03-23,2017,3,23,3,0,2627,62,245,321,0,2320,911,557,0.39267241379310347,0.24008620689655172,14.9,56,0,14.9,56,0,0,0.0
2017-03-24,2017,3,24,4,0,2627,181,279,50,0,2167,644,518,0.297185048454084,0.23904014766958928,13.0,54,0,13.0,54,0,0,0.0
2017-03-27,2017,3,27,0,0,2627,105,242,360,0,2280,1114,501,0.4885964912280702,0.21973684210526315,12.4,53,0,12.4,53,0,0,0.0
2017-03-28,2017,3,28,1,0,2627,44,248,368,0,2335,970,504,0.41541755888650966,0.2158458244111349,14.1,55,0,14.1,55,0,0,0.0
2017-03-29,2017,3,29,2,0,2627,42,237,0,0,2348,966,474,0.41141396933560476,0.2018739352640545,8.3,44,1,8.3,44,1,0,0.0
2017-03-30,2017,3,30,3,0,2627,67,278,223,0,2282,802,497,0.3514460999123576,0.21779141104294478,17.3,59,0,17.3,59,0,0,0.0
2017-03-31,2017,3,31,4,0,2627,147,296,45,0,2184,639,420,0.2925824175824176,0.19230769230769232,13.2,54,0,13.2,54,0,0,0.0
2017-04-03,2017,4,3,0,0,2626,81,198,465,0,2347,1258,577,0.536003408606732,0.24584576054537707,19.8,61,0,19.8,61,0,0,0.0
2017-04-04,2017,4,4,1,0,2626,54,212,418,0,2360,809,535,0.34279661016949153,0.2266949152542373,21.9,63,0,21.9,63,0,0,0.0
2017-04-05,2017,4,5,2,0,2626,63,251,0,0,2312,1060,391,0.458477508650519,0.16911764705882354,16.6,55,1,16.6,55,1,0,0.0
2017-04-06,2017,4,6,3,0,2626,65,271,317,0,2290,897,436,0.39170305676855893,0.1903930131004367,18.2,60,0,18.2,60,0,0,0.0
2017-04-07,2017,4,7,4,0,2626,151,291,67,0,2184,602,431,0.27564102564102566,0.19734432234432234,21.8,64,0,21.8,64,0,0,0.0
2017-04-10,2017,4,10,0,0,2626,81,229,418,0,2316,1218,541,0.5259067357512953,0.23359240069084627,18.3,60,0,18.3,60,0,0,0.0
2017-04-11,2017,4,11,1,0,2626,44,234,440,0,2348,994,535,0.4233390119250426,0.2278534923339012,15.0,56,0,15.0,56,0,0,0.0
2017-04-12,2017,4,12,2,0,2626,41,241,0,0,2344,893,384,0.38097269624573377,0.16382252559726962,18.9,60,0,18.9,60,0,0,0.0
2017-04-13,2017,4,13,3,0,2626,61,270,318,0,2295,784,521,0.3416122004357299,0.22701525054466232,20.2,61,0,20.2,61,0,0,0.0
2017-04-14,2017,4,14,4,0,2626,122,298,55,0,2206,541,402,0.24524025385312784,0.18223028105167724,20.1,62,0,20.1,62,0,0,0.0
2017-04-17,2017,4,17,0,0,2626,82,220,434,0,2324,1237,479,0.5322719449225474,0.20611015490533563,17.3,58,1,17.3,58,1,0,0.0
2017-04-18,2017,4,18,1,0,2626,57,244,405,0,2325,839,567,0.3608602150537634,0.24387096774193548,20.3,63,0,20.3,63,0,0,0.0
2017-04-19,2017,4,19,2,0,2626,36,256,0,0,2334,871,408,0.3731790916880891,0.17480719794344474,20.9,62,0,20.9,62,0,0,0.0
2017-04-20,2017,4,20,3,0,2626,44,288,284,0,2294,713,511,0.3108108108108108,0.2227550130775937,19.3,60,0,19.3,60,0,0,0.0
2017-04-21,2017,4,21,4,0,2626,137,307,59,0,2182,547,353,0.2506874427131072,0.1617781851512374,21.3,63,0,21.3,63,0,0,0.0
2017-04-24,2017,4,24,0,0,2626,76,260,373,0,2290,1109,531,0.48427947598253274,0.2318777292576419,21.4,63,0,21.4,63,0,0,0.0
2017-04-25,2017,4,25,1,0,2626,69,288,336,0,2269,791,510,0.3486117232260908,0.2247686205376818,24.0,67,0,24.0,67,0,0,0.0
2017-04-26,2017,4,26,2,0,2626,45,304,0,0,2277,835,0,0.36671058410188845,0.0,17.5,59,0,17.5,59,0,0,0.0
2017-04-27,2017,4,27,3,0,2626,61,311,183,0,2254,788,442,0.34960070984915703,0.1960958296362023,19.9,61,0,19.9,61,0,0,0.0
2017-04-28,2017,4,28,4,1,2626,161,310,44,0,2155,575,362,0.2668213457076566,0.1679814385150812,23.1,65,0,23.1,65,0,0,0.0
2017-05-02,2017,5,2,1,1,2637,933,123,88,0,1581,525,298,0.33206831119544594,0.18848829854522453,23.3,64,0,23.3,64,0,0,0.0
2017-05-04,2017,5,4,3,1,2637,1224,41,45,0,1372,383,262,0.2791545189504373,0.19096209912536444,26.1,69,0,26.1,69,0,0,0.0
2017-05-08,2017,5,8,0,1,2637,715,130,151,0,1792,792,308,0.4419642857142857,0.171875,26.1,67,0,26.1,67,0,0,0.0
2017-05-10,2017,5,10,2,0,2637,68,223,0,0,2346,1235,500,0.5264279624893435,0.21312872975277067,21.2,64,0,21.2,64,0,0,0.0
2017-05-11,2017,5,11,3,0,2637,57,264,471,0,2316,829,501,0.3579447322970639,0.21632124352331605,25.2,69,0,25.2,69,0,0,0.0
2017-05-12,2017,5,12,4,0,2637,113,289,96,0,2235,817,507,0.3655480984340045,0.22684563758389262,20.1,63,1,20.1,63,1,0,0.0
2017-05-15,2017,5,15,0,0,2637,63,224,516,0,2350,1203,505,0.5119148936170212,0.2148936170212766,23.7,65,0,23.7,65,0,0,0.0
2017-05-16,2017,5,16,1,0,2637,41,266,486,0,2330,890,533,0.38197424892703863,0.22875536480686695,23.9,66,0,23.9,66,0,0,0.0
2017-05-17,2017,5,17,2,0,2637,46,268,0,0,2323,864,484,0.3719328454584589,0.20835126990959965,24.9,67,0,24.9,67,0,0,0.0
2017-05-18,2017,5,18,3,0,2637,60,287,343,0,2290,796,459,0.3475982532751092,0.2004366812227074,27.4,69,0,27.4,69,0,0,0.0
2017-05-19,2017,5,19,4,0,2637,146,305,81,0,2186,662,414,0.302836230558097,0.18938700823421775,28.9,70,0,28.9,70,0,0,0.0
2017-05-22,2017,5,22,0,0,2637,63,240,504,0,2334,1207,585,0.5171379605826907,0.2506426735218509,29.0,71,0,29.0,71,0,0,0.0
2017-05-23,2017,5,23,1,0,2637,47,257,429,0,2333,889,545,0.3810544363480497,0.23360480068581227,25.5,69,0,25.5,69,0,0,0.0
2017-05-24,2017,5,24,2,0,2637,49,277,0,0,2311,852,387,0.3686715707485937,0.16745997403721333,25.8,70,0,25.8,70,0,0,0.0
2017-05-25,2017,5,25,3,0,2637,57,290,320,0,2290,838,456,0.36593886462882097,0.19912663755458515,28.7,72,0,28.7,72,0,0,0.0
2017-05-26,2017,5,26,4,0,2637,164,302,60,0,2171,597,462,0.2749884845693229,0.21280515891294335,22.9,65,0,22.9,65,0,0,0.0
2017-05-29,2017,5,29,0,0,2637,88,240,394,0,2309,1193,555,0.5166738847986141,0.24036379385015158,32.6,74,0,32.6,74,0,0,0.0
2017-05-30,2017,5,30,1,0,2637,57,256,293,0,2324,821,579,0.35327022375215145,0.24913941480206542,32.4,73,0,32.4,73,0,0,0.0
2017-05-31,2017,5,31,2,0,2637,43,265,0,0,2329,910,0,0.39072563331902105,0.0,27.4,71,0,27.4,71,0,0,0.0
2017-06-01,2017,6,1,3,0,2648,66,265,317,0,2317,914,505,0.3944756150194217,0.21795425118687958,28.2,73,0,28.2,73,0,0,0.0
2017-06-02,2017,6,2,4,0,2648,165,293,77,0,2190,699,480,0.31917808219178084,0.2191780821917808,26.9,69,0,26.9,69,0,0,0.0
2017-06-05,2017,6,5,0,1,2648,633,150,174,0,1865,760,306,0.4075067024128686,0.1640750670241287,28.9,70,0,28.9,70,0,0,0.0
2017-06-07,2017,6,7,2,0,2648,75,228,0,0,2345,1127,549,0.48059701492537316,0.23411513859275054,24.1,69,0,24.1,69,0,0,0.0
2017-06-08,2017,6,8,3,0,2648,63,274,423,0,2311,857,443,0.37083513630463005,0.19169190826482044,26.9,69,0,26.9,69,0,0,0.0
2017-06-09,2017,6,9,4,0,2648,130,294,67,0,2224,715,460,0.3214928057553957,0.2068345323741007,29.0,71,0,29.0,71,0,0,0.0
2017-06-12,2017,6,12,0,0,2648,87,209,529,0,2352,1140,552,0.4846938775510204,0.23469387755102042,24.9,67,0,24.9,67,0,0,0.0
2017-06-13,2017,6,13,1,0,2648,47,234,451,0,2367,916,540,0.38698774820447823,0.22813688212927757,26.6,69,0,26.6,69,0,0,0.0
2017-06-14,2017,6,14,2,0,2648,55,253,0,0,2340,907,408,0.3876068376068376,0.17435897435897435,28.1,71,0,28.1,71,0,0,0.0
2017-06-15,2017,6,15,3,0,2648,64,268,318,0,2316,763,443,0.32944732297063906,0.19127806563039723,31.5,73,0,31.5,73,0,0,0.0
2017-06-16,2017,6,16,4,0,2648,164,305,62,0,2179,644,383,0.2955484167049105,0.17576870123910052,29.0,72,0,29.0,72,0,0,0.0
2017-06-19,2017,6,19,0,0,2648,102,226,455,0,2320,1126,489,0.4853448275862069,0.2107758620689655,32.5,75,0,32.5,75,0,0,0.0
2017-06-20,2017,6,20,1,0,2648,66,253,429,0,2329,888,508,0.3812795191069128,0.21811936453413483,27.1,71,0,27.1,71,0,0,0.0
2017-06-21,2017,6,21,2,0,2648,60,269,0,0,2319,982,445,0.42345838723587753,0.19189305735230702,30.1,73,0,30.1,73,0,0,0.0
2017-06-22,2017,6,22,3,0,2648,69,273,317,0,2306,875,451,0.37944492627927146,0.1955767562879445,30.4,74,0,30.4,74,0,0,0.0
2017-06-23,2017,6,23,4,0,2648,162,290,57,0,2196,609,441,0.2773224043715847,0.20081967213114754,32.3,76,0,32.3,76,0,0,0.0
2017-06-26,2017,6,26,0,0,2648,112,237,374,0,2299,1147,539,0.4989125706829056,0.23444976076555024,25.9,71,0,25.9,71,0,0,0.0
2017-06-27,2017,6,27,1,0,2648,59,256,309,0,2333,973,575,0.41705957993999143,0.24646378054007714,27.3,71,0,27.3,71,0,0,0.0
2017-06-28,2017,6,28,2,0,2648,58,259,0,0,2331,745,0,0.3196053196053196,0.0,30.7,75,0,30.7,75,0,0,0.0
2017-06-29,2017,6,29,3,0,2648,66,266,209,0,2316,814,451,0.35146804835924006,0.19473229706390327,26.1,71,0,26.1,71,0,0,0.0
2017-06-30,2017,6,30,4,0,2648,188,296,34,0,2164,695,370,0.3211645101663586,0.1709796672828096,28.2,74,0,28.2,74,0,0,0.0
2017-07-03,2017,7,3,0,0,2839,66,214,414,0,2559,1231,501,0.48104728409534975,0.19577960140679954,30.2,77,0,30.2,77,0,0,0.0
2017-07-04,2017,7,4,1,0,2839,50,247,368,0,2542,962,432,0.37844217151848936,0.16994492525570418,31.7,79,0,31.7,79,0,0,0.0
2017-07-05,2017,7,5,2,0,2839,46,260,0,0,2533,912,340,0.3600473746545598,0.1342281879194631,31.7,78,0,31.7,78,0,0,0.0
2017-07-06,2017,7,6,3,0,2839,72,268,341,0,2499,821,501,0.328531412565026,0.20048019207683074,29.3,77,0,29.3,77,0,0,0.0
2017-07-07,2017,7,7,4,0,2839,146,288,73,0,2405,613,472,0.2548856548856549,0.19625779625779627,28.2,77,1,28.2,77,1,0,0.0
2017-07-10,2017,7,10,0,0,2839,98,215,406,0,2526,1084,527,0.42913697545526525,0.2086302454473476,30.3,79,0,30.3,79,0,0,0.0
2017-07-11,2017,7,11,1,0,2839,62,232,380,0,2545,866,444,0.34027504911591355,0.17445972495088408,29.5,78,0,29.5,78,0,0,0.0
2017-07-12,2017,7,12,2,0,2839,69,263,0,0,2507,918,414,0.36617471080973274,0.1651376146788991,33.8,80,0,33.8,80,0,0,0.0
2017-07-13,2017,7,13,3,0,2839,79,277,311,0,2483,765,461,0.3080950463149416,0.1856625050342328,33.2,81,0,33.2,81,0,0,0.0
2017-07-14,2017,7,14,4,0,2839,209,286,57,0,2344,613,485,0.261518771331058,0.2069112627986348,31.2,79,0,31.2,79,0,0,0.0
2017-07-17,2017,7,17,0,0,2839,132,212,424,0,2495,1168,500,0.46813627254509016,0.20040080160320642,33.7,80,0,33.7,80,0,0,0.0
2017-07-18,2017,7,18,1,0,2839,98,239,419,0,2502,916,513,0.36610711430855314,0.20503597122302158,31.2,79,0,31.2,79,0,0,0.0
